     read       raw corrected
       id    length    length
--------- --------- ---------
     9931      6689      6373
     9932     15226     14121
     9933     11772     10939
     9934     23243     22003
     9935      5710      5177
     9936     21500     20753
     9937      3437      3114
     9938      3225      3145
     9939      3172      3107
     9940     25037     23638
     9941     25955     24707
     9942     11527     10687
     9944      7793      7279
     9945      2029      1461
     9946      3438      1716
     9947      6515      6347
     9948      4659      4150
     9949      2844      2409
     9950      9500      9003
     9951      5108      4545
     9952     10171      9812
     9954     22380     23210
     9955     18367     17858
     9956      8571      7748
     9957     18999     18356
     9958      1829      1670
     9960     15211     14068
     9961     20298     19491
     9962      9503      9277
     9966     22735     22948
     9967      4749      4423
     9968     19561     17908
     9969      9240      8407
     9970      7048      6422
     9971      9309      8917
     9972     12812     12085
     9973     21936     22101
     9974     15216     14832
     9975      2375      2175
     9976     20141     18941
     9977      8770      8591
     9978      6974      6325
     9979      3233      2911
     9980      4226      3934
     9981      4138      3926
     9982      9390      8937
     9983     10528     10142
     9984     20662     19557
     9985     10040      9274
     9986     18257     17664
     9988      4871      4307
     9989      9488      9577
     9990     26761     15202
     9991      3652      3414
     9992     25983     25824
     9993     13969     13866
     9994     15678     15602
     9996      7302      6874
     9997     11323     10065
     9998      7467      6799
     9999     32181     30500
    10000      6868      6276
    10001     25896     25065
    10002      1976      1650
    10003     15148     14988
    10004     14213     11699
    10005     14294      8259
    10006     13891     13235
    10008     10311      9944
    10009     19304     18521
    10010      9156      8274
    10011      4126      3207
    10012      3640      2633
    10014     10357      9503
    10016     22200     20635
    10017     22641     20335
    10018     14130     14100
    10020     18288     15348
    10021     20394     19322
    10023      1991      1842
    10024     31063     29683
    10025      5885      5262
    10027     14765     12830
    10028     17371     17406
    10029      7055      7050
    10030     11100      9894
    10031      7849      6640
    10032      7041      5989
    10033      6618      6375
    10034      2042      1950
    10035      2038      1963
    10036     14380     13796
    10037     14617     13734
    10038     21298     21687
    10039     18252     17734
    10040      8337      8219
    10041      4921      4299
    10042     13438      9959
    10043      9252      9764
    10044      1868      1786
    10045      1161      1092
    10046     27846     27981
    10047      9765      9053
    10048      1233       523
    10049     28180     27138
    10050     10219     10011
    10051     12600     11629
    10052      1519      1141
    10053      7726      7272
    10054     31090     31751
    10055     12619     11930
    10056      5164      4666
    10057     11559     10999
    10058     21687     20043
    10059      5500      5525
    10060     20408     19069
    10061      6541      6293
    10062      2785      2672
    10063      1269      1158
    10064     13473     13276
    10065     17736     16649
    10066     15950     14724
    10067     22324     20722
    10068      3742      2925
    10069      5632      5505
    10070      2200      2119
    10071      2220      2099
    10072      2206      2103
    10073      3446      3291
    10074     19861     19611
    10075     10573      9496
    10076      1377      1323
    10077      1707      1354
    10078     18820     17999
    10079      3433      2754
    10080     10959     10193
    10081      6464      6313
    10082      6953      3172
    10083      4690      4686
    10084      4204      3507
    10085      5839      5526
    10086     18063     17912
    10087      7828      7766
    10088      5289      4971
    10089      3451      3204
    10090     22949     21995
    10091      6345      2775
    10092     16587     15857
    10093     14583     14006
    10094      4983      4629
    10095      1283      1231
    10096      1265      1196
    10097      1236      1189
    10098      1252      1212
    10099      1257      1201
    10100      1233      1223
    10101      1244      1169
    10102      1233      1181
    10103      8051      7449
    10104      2038      1497
    10105     25173     24144
    10106     14479     13449
    10107      9864      8668
    10108      8979      8344
    10109     18828     17291
    10110      1950      1823
    10112      4240      3834
    10113      2703      2522
    10114      7323      6259
    10115      3065      3007
    10116      1355      1254
    10117      4029      3398
    10118      1775      1630
    10123     13991     13301
    10124      2348      1915
    10125      6002      5629
    10126     21648     22111
    10127      8751      8093
    10128      4234      4068
    10129      5339      1585
    10130      3663      3350
    10131      3678      3410
    10132      3478      3348
    10133     19238     18156
    10134     20769     20264
    10135     18998     18080
    10137      6582      5693
    10138     22752     20744
    10139      6129      6027
    10140      3073      2063
    10141      1123      1076
    10142      1115      1093
    10143      1121      1019
    10144      1109      1079
    10145     10908      3506
    10147      9624      8775
    10148     13271     12399
    10149     26922     12924
    10150     12636     12292
    10151      3154      3047
    10152     10435      9651
    10153      1908      1268
    10154     13801     10213
    10155      5345      5114
    10156      7194      6508
    10157     20396     19964
    10159     10823     10898
    10160      4218      3830
    10161     21465     13667
    10162      1067       887
    10163     17192     15749
    10164      4973      4760
    10165      8308      8526
    10166      9516      8875
    10167     12305     11341
    10168     10327      9561
    10169     13956     13832
    10170     17231     16303
    10171     16920     16438
    10173      5360      4738
    10174     12462     12054
    10175      2629      2433
    10176     10712     10235
    10178     13746     13289
    10181      2117      1905
    10182     20411     19181
    10183     21453     20609
    10184     16554     16060
    10185      7034      6609
    10186      2544      1975
    10187     17187     17622
    10188      9085      8582
    10189     21207     20193
    10190      4715      4550
    10191     11505     11150
    10192      1685      1498
    10193      2478      2356
    10194     16630     15930
    10195      3859      3497
    10196     10118      9990
    10197      3885      3470
    10198      2080      1741
    10199      1948      1629
    10200      9538      9264
    10201      1597      1120
    10202     19023     17762
    10203      1920      1435
    10204      5820      4996
    10205     12956     11428
    10206      5842      5200
    10207      8671      8103
    10208      9922      9273
    10209      5654      5109
    10210      4011      3605
    10211      4155      3977
    10212      9183      8974
    10213      9370      8971
    10214     11626     10290
    10215      1048       919
    10216      1003       979
    10217     14159     13388
    10218      5078      4063
    10219     17280     16269
    10220     16533     15804
    10221      5594      5047
    10222      1743      1670
    10224      2846      2048
    10226     21722     21153
    10227     16253     15622
    10228      6150      5798
    10229      2200      2010
    10230      2177      2020
    10231     15307     14262
    10232      7587      7135
    10233      1799      1154
    10234      8597      6765
    10235      9190      8802
    10236      3542      3396
    10237     18109     17003
    10238     18487     17476
    10239      7958      7949
    10240      5539      5002
    10241      2585      2241
    10242      3227      3091
    10243      3339      3161
    10244      3730      3181
    10245     10900     10385
    10246     24164     23149
    10247      5383      5126
    10248      2151      1586
    10250     17135     16287
    10251     13417     12707
    10252     11572     11280
    10253     23702     22893
    10254      1339      1270
    10255     14700      9700
    10256      9344      7532
    10257     17390     16452
    10258      4364      4012
    10259      9852      8424
    10260     19161     18809
    10262      7819      7474
    10263      3687      2814
    10264      4650      4494
    10265      4679      4541
    10266     27992     26605
    10267      3543      2848
    10268     13441     12578
    10269     23807     22655
    10270      3718      2193
    10271      1919      1535
    10272      4587      4005
    10273     14344     13041
    10274     20471     20346
    10275      8508      8446
    10276     16863     16288
    10277     15235     14197
    10278     10065      9458
    10279      2537      2461
    10280      2580      2474
    10281     13105     12202
    10282      2606      2372
    10283      2560      2398
    10284      2637      2364
    10285     23372     14454
    10286      6873      6936
    10287      3247      2164
    10288      8808      8470
    10289      2730      2453
    10290      2705      2611
    10291      7060      6129
    10292      4421      4092
    10293      9723      9524
    10294     13186     12776
    10295     13475     10095
    10296      9865      9882
    10297      9020      8243
    10298     18061     19080
    10299     18303     18663
    10300      5854      3857
    10301     20974     20612
    10302      7984      6982
    10303     21147     19715
    10304      3850      3333
    10305     11862     10800
    10306     13539     12583
    10307      9447      8857
    10308     18015     17460
    10309      6233      6147
    10310     15340     14990
    10311     21331     19934
    10312     10084      9444
    10313      3901      3348
    10315      5255      4954
    10317      1911      1717
    10318      1851      1778
    10319      5646      4940
    10320     11458      9752
    10321     11647     11664
    10322      6380      5852
    10323      5081      4892
    10324      5027      4885
    10325      4976      4868
    10326      4971      4890
    10327      4911      4821
    10328      1087       865
    10329     12547     12255
    10330     19499     20163
    10331     10456      8714
    10332      9342      8636
    10333     15555     14672
    10334     15390     10551
    10335     13621     12462
    10336      2177      1982
    10337      1900      1735
    10338      8286      7998
    10339      8485      8002
    10340     14530     14538
    10341      3851      3680
    10342     12933     12934
    10343      5301      4724
    10344     21280     20142
    10345     18964     18295
    10346      2743      2497
    10347      8449      8477
    10348      1329      1238
    10349     13413     14119
    10350     17359     16767
    10351      5714      5437
    10352      8956      8542
    10353      3640      3279
    10354     16046     15587
    10356      9338      8697
    10357      3343      3291
    10358      3093      2913
    10360      8510      8379
    10361      1833      1727
    10362      1536       933
    10363      3603      3453
    10364      3239      2991
    10365      2473      2012
    10366      7921      7514
    10367      1846      1333
    10368     25397     23953
    10370     18342     17849
    10371     24697     25195
    10372      2174      1872
    10373      5602      2421
    10374      1343       939
    10375      2973      2143
    10376     23478     22099
    10377      8973      3473
    10378      7284      7120
    10379     26488     24988
    10380     14494     13694
    10381      3267      2941
    10382      6049      5704
    10383     10760     10350
    10384      2254      1936
    10385      2254      2056
    10386      6708      6195
    10387      4280      3921
    10388      6781      6326
    10389      8241      7807
    10391      3093      2531
    10392     20402     19402
    10393     11481     10741
    10394     11134      9936
    10395     17734     17198
    10396      9710      9183
    10397      1935      1843
    10398      7122      6626
    10399      6112      5195
    10400     14334     13518
    10401      9077      8835
    10402     15243       812
    10403     18734     17692
    10404     18372     11744
    10405     11406     10992
    10406     18765     17206
    10407     20933     19745
    10408     11943     11282
    10409      8412      7755
    10410     32653     32381
    10411     22980     18300
    10412      1172      1117
    10413      1196      1134
    10414      1182      1077
    10415      4640      3653
    10416     18345     16301
    10417      6122      4867
    10418     12376     11349
    10419     19805     19053
    10420      2320      2261
    10421      6863      6397
    10422      1680      1603
    10423      5032      4752
    10424      3541      2918
    10425     19335     19008
    10426     12230     11432
    10427      8160      7641
    10428      3712      3542
    10429      2322      2185
    10430      3635      3550
    10431      3643      3537
    10432      8006      7613
    10433      6495      5823
    10434      5642      4880
    10435      7231      6676
    10436     12533     12008
    10437     19632     19734
    10439     11585     11323
    10440      2511      1890
    10441      4454      4169
    10442      2962      2215
    10443      5048      4554
    10444     14581     14238
    10445      7232      7154
    10446      4683      3548
    10447      5968      5721
    10448      8720      7945
    10449      1011       831
    10450      3051      1979
    10451     10241      9813
    10452     13471     13811
    10453      3969      3330
    10454      3486      1517
    10455      1653      1393
    10456     16184     15442
    10457     15189     14899
    10458      1178      1014
    10459      1131      1034
    10460     10939     10534
    10461      4140      3966
    10462     10282      8736
    10463      3866      3362
    10464     12236     11911
    10465      6541      6270
    10466     16685     14763
    10467      9702      9447
    10470      9050      8635
    10471      8967      8494
    10472      6627      4206
    10473     16220     16113
    10474      5819      5396
    10475     13524     12899
    10476      1025       751
    10477     20323     19294
    10478     15010     14365
    10479      5081      4210
    10480     10878      9949
    10481     19664     18467
    10482     14055     13078
    10483     18055     17228
    10484      3664      3516
    10485      7032      6390
    10486     11105     11094
    10487      1674      1454
    10488      1644      1482
    10489      3012       973
    10490      3887      3809
    10491     14465      8674
    10492     16689     16165
    10493      7512      6708
    10494     11342     10419
    10495      2638      2663
    10496     30150     16198
    10497      5269      4685
    10498     20347     19477
    10499     16898     16925
    10501      4753      4572
    10502      1187      1082
    10503      1321      1287
    10504      5612      4666
    10506      8354      7572
    10508     10553      9820
    10509     11017      3582
    10510     21888     20621
    10512      2192      1736
    10513     14434     14504
    10514      1524       515
    10515     11022     11117
    10516      8211      7603
    10517     21023     20304
    10518      4894      4377
    10519      3982      3751
    10520     21113     12698
    10521      7303      6959
    10522      4920      4859
    10523      6525      5583
    10524      1448      1385
    10525      1491      1358
    10526      1461      1364
    10527      1451      1394
    10528     15609     14772
    10529     17831     17064
    10530     17089     17136
    10532      4395      4196
    10533     18972     18293
    10534      5275      4990
    10535     10693      9220
    10536      2057      1890
    10537      3819      3237
    10538     14930     14027
    10539      9222      3526
    10540     24146     17298
    10541      2826      2672
    10542     27945     26527
    10543      9750      8960
    10545      4544      2842
    10546      2630      2388
    10547     12647     11768
    10548     26987     24769
    10550      2057       620
    10551      2084      1864
    10552     13509     13365
    10553      5211      4916
    10554     16284     15505
    10555      9188      8193
    10556      4548      4643
    10557      7251      7010
    10559     24500     24559
    10560      5375      5056
    10561      5746      5217
    10562      3722      2760
    10563      6838      6806
    10564      1282      1209
    10565      1230      1145
    10566     15978     15892
    10567     11398     10423
    10568      3160      2481
    10569     20118     19272
    10570      7604      7513
    10572     10077      9177
    10573      2667      2562
    10574      4207      3997
    10575      2396      1779
    10576      3207      2379
    10577      3298      2929
    10579      2314      1107
    10580      4197      3966
    10581      3350      1435
    10582     19397     17972
    10583      4575      4241
    10584      1794      1594
    10588      8383      6946
    10590     10973     10656
    10591      8073      6484
    10592     15945     15114
    10593      8315      7856
    10596     16819     16138
    10597      8474      5628
    10598      1586      1302
    10599      8666      8269
    10600     10890     10802
    10601      4421      3528
    10602     10126      9492
    10603     12095     12307
    10604      7453      6766
    10605      1615       637
    10607     23838      9687
    10609     14435     13721
    10610      3757      3540
    10611     15082      6448
    10612     22081     19163
    10613      3025      2804
    10615     18612     19143
    10616     12120     11615
    10617     19618     18798
    10618     27768     24437
    10619      4326      4100
    10620     19799     18806
    10622      6929      6521
    10623     11816     10977
    10624      7651      7109
    10625      2639      2504
    10626      2651      2466
    10627     12556     12302
    10628     17968     16622
    10629      5673      5210
    10630      4523      4102
    10631     24604      9875
    10632      8529      7917
    10633     12763     11930
    10634      2110      1726
    10635      5285      5032
    10636      1504      1344
    10637      1314      1030
    10638      1156      1106
    10639      1161      1112
    10640     19122     17985
    10641      2089      1546
    10642     16898     17081
    10643     17410     16818
    10644     11491      9131
    10645     10417      9916
    10646      4933      4530
    10647      2265       396
    10648      3485      3002
    10649      3765      3300
    10650     12749      3639
    10651     14335     13723
    10653     13502     13009
    10654      5168      4885
    10655      9878      8469
    10656      7142      6431
    10657      4000      3894
    10658      4968      4510
    10659      7314      7401
    10661      1780      1684
    10662      1832      1731
    10663      1798      1712
    10664      9170      8456
    10665      4754      3016
    10666      1635      1503
    10667      5706      1961
    10668      2159      2059
    10669      4589      4109
    10670      3432      3251
    10671     21933     17248
    10672     19701      8295
    10674      2266      2106
    10675      2446      2207
    10676     33733     32958
    10677      2539      1103
    10679     20162     16442
    10682      1104      1046
    10684      5837      5633
    10685     23336     23061
    10686      8285      7902
    10687      5235      4413
    10688      7442      6257
    10689     17302     17176
    10690      5644      4685
    10691      2609      2380
    10692      4417      3607
    10693      6734      6197
    10696      4561      4241
    10697      4135      3668
    10698     21966     18788
    10699      2218      1660
    10700     23587     22658
    10701     23935     22566
    10702      9165      9267
    10703      1928      1863
    10704      6565      5848
    10705      2337      1703
    10706     11411     10762
    10707      9832      9554
    10710      3280      3210
    10711      5187      5001
    10712     13477     13249
    10713      3306      2869
    10714     16488     15437
    10715     16405     13075
    10716      4728      4480
    10717      1471      1061
    10718      2298      2205
    10719      2675      2350
    10721      1459       674
    10723      2744      2493
    10725     17923     16465
    10726      3894      3785
    10727     12924     12117
    10728      1534      1115
    10729      1789      1621
    10730      1814      1633
    10731      1814      1607
    10732     22627     19546
    10733      5052      4972
    10734      6218      6066
    10735      3542      3158
    10736      4956      4707
    10737     21843     21194
    10738      1767      1177
    10739     20339     19646
    10740     23661     22506
    10741     16522     15622
    10742      1056       958
    10743      5766      5429
    10745      6121      2681
    10746     13419     11765
    10747     11954     11071
    10748      3410      3240
    10749      3387      3214
    10750      1969      1073
    10752      7443      7109
    10753      9926     10080
    10754     13555     13282
    10755      1675      1322
    10756      1654      1473
    10757      1696      1475
    10758     20868     20067
    10759      5827      5564
    10760      3965      3035
    10761      8534      8312
    10762      3614      3634
    10763      1887       727
    10764     22265     18955
    10765      2009      1383
    10766     19384     17953
    10767     19032     18710
    10768     20219     19263
    10769      2553      2296
    10770     20388     19534
    10771     15655     14861
    10772      4250      4018
    10773     23538     22563
    10774      1398      1205
    10776      4044      3598
    10777     22639     21644
    10778      4301      4086
    10779      5586      5536
    10780     13696      8954
    10782     19780     18390
    10783     21139     20462
    10784     11649     10632
    10785     24046     23253
    10786      3465      2809
    10787      9128      8537
    10788      7831      7464
    10789     28194     27473
    10790     15590     15858
    10791     13937     12905
    10792     20410     19710
    10793     22670     18400
    10794      9532      8345
    10795     14518     13881
    10796      1600      1479
    10797     10668      9793
    10799     30567     29246
    10800      2234      1842
    10801      3928      3578
    10802     19431     18027
    10803      4413       890
    10804      9170      8872
    10805      3709      3672
    10806     14953     14075
    10807      1888      1871
    10809      3539      2795
    10810      1696      1527
    10811      2854      1982
    10812      3056      2624
    10815     12499     11905
    10816     10294     10033
    10817      6762      4519
    10818     10042      9438
    10819      1594      1417
    10820      1589      1321
    10821      4132      3599
    10822      5792      5497
    10823      4977      4823
    10824      2049      1490
    10825      1816      1637
    10826      1818      1634
    10827      1839      1633
    10828      4008      3502
    10829      5443      5072
    10830      3283      2581
    10831      9589      8990
    10832      4136      4171
    10833     14243     13344
    10834     10328      9278
    10835      3426      2530
    10836      4625      4022
    10837     16385     15222
    10838     19288     18679
    10839      1046       569
    10840     23020     22462
    10841      7313      7174
    10842      9253      8418
    10843      7358      7268
    10844      1173       550
    10846      2919      2335
    10847      1911      1700
    10848      3551      3213
    10849     12442     11540
    10850      2081      1965
    10851      4863      4361
    10852     18302     17229
    10853     23014     21693
    10854      2652      2516
    10855      2678      2525
    10856      2649      2524
    10857      5259      4948
    10858      6745      6218
    10859      2466      2322
    10860      5067      5176
    10861     19990     17786
    10862      6939      6892
    10863      3638      3504
    10864     12333     11584
    10865      4375      4231
    10866      6014      5689
    10869     25335     24324
    10870      9648      8942
    10871     10973     10480
    10872     10253      9699
    10873      6589      6280
    10874      5661      5268
    10875      6799      6427
    10876      6561      4992
    10877      6411      6234
    10878     21397     20285
    10879     18234     17425
    10880      3363      2899
    10881     23018     23208
    10882      2030      1719
    10883      2740      1090
    10885      2196       245
    10887      4858      4681
    10889      8474      7984
    10890     16712     15130
    10891      9325      8629
    10892     17295     15913
    10893      2417      2373
    10894      8877      8408
    10896     15616     14369
    10898      8030      7295
    10899     10805      9684
    10900      1571      1497
    10901      1565      1493
    10902      1646      1231
    10903     13997     13233
    10904      6671      6532
    10905      3702      2431
    10906      7176      7175
    10907      4291      3501
    10909      7319      6722
    10910     10250      6459
    10911      4476      4016
    10912     11943     11146
    10913      1452      1384
    10914      6627      5873
    10915     18418     18024
    10917     21048     20113
    10918     19099     18995
    10919      5048      4359
    10920      5819      5214
    10921     19380     18140
    10923     12421     11988
    10924      3486      3260
    10925      4870      4560
    10926     20852     14409
    10927      3072      2811
    10928      9966      9430
    10929      9292      9150
    10931     23130     21775
    10932     10861     10300
    10933     12908     11659
    10934     14679     14307
    10935      5539      5057
    10936     20574     19180
    10937     21340     17246
    10938     22110     18592
    10939     12448     12608
    10940      8991      8217
    10941      7357      6905
    10942     10890      9874
    10943     19595     20546
    10945     30789     30247
    10946     10652     10349
    10947      4364      4116
    10948      4376      4196
    10949      6589      6144
    10951     15955     13694
    10952      1539      1131
    10953     15027     13894
    10954      5941      5385
    10955     18392     17338
    10956      1026       932
    10957     20500     18997
    10958     12781     12451
    10959     19245     18355
    10961     15777     15381
    10962      6229      6045
    10963      6212      5576
    10964      6335      5703
    10965      3838      3522
    10966      9072      8395
    10967     19795     19758
    10968     10321      9571
    10969      3039      2493
    10970     30009     28265
    10971     13469     13125
    10972      2795      2555
    10973      2670      2522
    10975     10264      5578
    10976      7761      7401
    10977     18558     17309
    10978     23575     20982
    10979     19347     18375
    10980      1008       559
    10981      1708      1512
    10982     19870      7738
    10984      3294      2757
    10985      3031      2915
    10986      5070      4688
    10987      6476      6030
    10988      6255      5338
    10989      2176      1722
    10990      8411      8179
    10991      2431      1311
    10993      1323      1262
    10994      1333      1203
    10995      5570      4421
    10996     12865      3798
    10997     10838      9674
    10998     10390     10038
    10999      2620      1836
    11000      4893      4078
    11001      9211      9349
    11002      6500      5781
    11003      7486      7399
    11004      6809      6223
    11005      5674      4311
    11006      4941      4538
    11007     12635     11638
    11008     19298     19425
    11009      6110      5684
    11010      4358      4144
    11011     17635     16527
    11014      5825      5612
    11015      6051      5742
    11016      2634      2648
    11017      4802      5000
    11018      4817      5006
    11019     11571     11138
    11020     25163     23926
    11021      9728      9582
    11022      8669      8220
    11023     23173      8849
    11024      1560      1359
    11025      8176      7661
    11026      7059      6431
    11027     20522     20368
    11028     13984     13027
    11029      8406      7580
    11030     18441     16728
    11031      7664      6824
    11032      8826      7515
    11033      4030      3912
    11034      5745      5403
    11035     18920     19240
    11036      8681      8154
    11037     16159     15226
    11038     20434     18156
    11039      8870      7688
    11040      4913      4384
    11041      1796       784
    11042     15193     14532
    11043     10515      9949
    11044     17669     15390
    11045     18342     17337
    11046      3601      1432
    11047      1458      1306
    11049      1657      1570
    11050      7632      6620
    11051     15306     14829
    11052      8651      8142
    11053      9843      9389
    11054      5473      4223
    11055     11506     10797
    11056      7578      7055
    11057      6177      5489
    11058      9904      9275
    11059      8106      7576
    11060     23904     23032
    11061      3689      3465
    11062     10127      9620
    11063     15260     14215
    11064      3885      3819
    11065     15440     14729
    11067      2071      1744
    11068     11187     10157
    11069      7854      7645
    11070      3651      3653
    11071      1461      1241
    11072      1466      1289
    11073     15176     14750
    11074     11939     12060
    11075      2600      2486
    11076      2701      2482
    11077      1929      1725
    11078      5614      2804
    11079      5139      4881
    11080      5107      4687
    11081      1947      1350
    11082      3987      3548
    11083     11701     11142
    11084      5738      5405
    11085      2055      1483
    11086     17076     15999
    11087     14126     13218
    11088     16688     15978
    11089      1955      1885
    11090      6724      3113
    11091     16226     14485
    11092      3289      2999
    11094     14671     13885
    11095      2341      2090
    11096     28748     15741
    11097      7071      5010
    11098     15922     15509
    11099      8509      8003
    11100     16196     14442
    11101      3922      3728
    11102      5212      4466
    11103     19605     18676
    11104     13560     12385
    11105      5833      5292
    11106     15345     14733
    11107      1962      1881
    11108      2027      1894
    11109      2000      1890
    11110      7909      7309
    11112      5373      4960
    11113      2309      2206
    11114      1729      1392
    11115      8013      7680
    11116      4651      4079
    11117      3793      2358
    11118      2243      2166
    11119      2239      2097
    11120      2305      2094
    11121      6097      5533
    11122      2153      1888
    11123      6658      6351
    11124      1333       826
    11125      6809      6413
    11126     16237     16006
    11128      5331      1139
    11129      6901      5061
    11130     17105     16016
    11131      4083      3957
    11132     18914     18744
    11133      6369      5946
    11134      9358      8162
    11135      3500      2969
    11137     32674     17250
    11138      5859      5422
    11139      2121      1630
    11140     18837     17473
    11141      7790      6893
    11142      2569      2457
    11143     18025     17244
    11144     13642     13359
    11145     19701     18671
    11146      7718      7461
    11147     15648     14917
    11148      9972      9180
    11149      3445      3076
    11150     19587     19291
    11151      4687      3446
    11152     12782     13103
    11153      9401      8962
    11155      2083      1702
    11156     11112     10324
    11157     22139     20041
    11158     15823     13884
    11159      1568      1516
    11160      8981      9041
    11161      9139      6609
    11162      6401      6153
    11163     11120     10632
    11164     14355     13353
    11165     10235      9826
    11167      3071      2993
    11168      2574      2313
    11169      2414      2153
    11170     14128      3453
    11172      9516      8907
    11173      6405      3396
    11174     14005     13393
    11175     15973     15375
    11176      1042       932
    11177      5299      4749
    11178      2336      1851
    11179      2902      2502
    11180     16102     15308
    11181      5381      4969
    11182      1665      1562
    11183     17677     16638
    11184      8535      7367
    11185      2239      1615
    11186      4647      4463
    11187     13357     12906
    11188      4869      4495
    11189      2377      2282
    11191      5953      5795
    11192      8060      7336
    11193     20911     20442
    11194      2318      1886
    11195      2138      2013
    11196     20706     19580
    11197     13451     13224
    11198      2884      2502
    11199      5907      5718
    11200      4402      4358
    11201     18323     16436
    11204     17281     16705
    11205      9738      9145
    11206     22063     21025
    11207     14881     13753
    11208      5989      5699
    11209      1714      1139
    11210     14390     13584
    11211     12177     11585
    11212     22377     19313
    11213     14090     13302
    11214     14576     13783
    11215      7104      6983
    11216     26790     23369
    11218     21212     19333
    11219      5683      5470
    11220     18929     18704
    11221      4964      4013
    11222      1414      1296
    11223     14043     13345
    11224     23736     22229
    11225      1691      1623
    11226     28386     26590
    11227      1405      1043
    11228      2686      2522
    11229     19306     18025
    11230      8129      7818
    11231     11199     11085
    11232      2668      2346
    11233      2503      2363
    11234      4075      3923
    11235      8996      8396
    11236     18163     17005
    11237     26728     26009
    11238      1464      1408
    11239     27231      4849
    11240     11754      4491
    11241     15401      8105
    11242      8285      7556
    11244      6752      6025
    11245     11197     10805
    11246      2240      1878
    11247      8510      8259
    11248     13888     12312
    11250      8426      7585
    11251      1224       800
    11252      9248      8985
    11253      9574      9489
    11254     16241     15532
    11256      8428      7932
    11257      5589      4819
    11258      2380      2253
    11259      2994      2283
    11260      3041      2616
    11261      2965      2254
    11262      3292      2851
    11263      7889      7784
    11264      5782      5405
    11265     20302     21714
    11266     15433     14601
    11267     16760     15669
    11268      4259      3817
    11269     11813     11476
    11270      6770      6506
    11271      2549      2124
    11272     13842     10984
    11273      1339      1286
    11274      1323      1275
    11275      6136      5935
    11276     25245     23937
    11277      8650      8140
    11278      7376      6975
    11279     13659     12413
    11280     14840     14283
    11281      4514      3966
    11282      6205      5819
    11283      2804      2680
    11284      5084      4201
    11285      4955      4303
    11286      4773      4372
    11287      8329      7775
    11288      3440      3279
    11289      3414      3275
    11290      3578      3273
    11291      5482      5297
    11292      7939      7119
    11293      7533      6937
    11294     11682     11342
    11295      1425      1392
    11296     18857     18074
    11297     10325     10141
    11298      3204      3111
    11299      8417      8734
    11300     15005     12304
    11301      4025      3633
    11302     20792     20381
    11303      4902      4391
    11304      4498      4004
    11305      1754      1381
    11307      4510      4416
    11308     10735     10178
    11309      2860      2817
    11312      8368      8318
    11313      4793      4555
    11314      7913      7428
    11315     22699     21834
    11317     12107     10484
    11318      8649      8061
    11320      9129      8216
    11321      1868      1743
    11322      4950      4647
    11323      2278      2140
    11324     19429     18765
    11325      8761      8158
    11326     13631     12542
    11327      3431      3236
    11328      3381      3288
    11329     20348     19427
    11330      6695      6375
    11331      5035      4614
    11332     19727     18623
    11333      2506      2342
    11334      2494      2331
    11335      2036      1762
    11336      8760      8220
    11337      1873      1478
    11338     13417     12521
    11340     11735     10933
    11341      4852      4539
    11342      4547      4578
    11343      1402      1001
    11344      6731      5828
    11345      6500      6033
    11346      5947      5424
    11347      4374      4235
    11348     10126      9712
    11349      3562      1740
    11350     10025      9185
    11351      5843      5245
    11353     10658     10437
    11354      2881      2269
    11355      9691      8982
    11356      6142      3488
    11357     20214     19325
    11358      8081      7700
    11360     18478     18122
    11361      9064      8330
    11362      6925      6540
    11363     36464     33421
    11365      4169      3575
    11366      5937      5800
    11367      6552      6330
    11368     16417     14548
    11369     16412     16197
    11370      3039      2790
    11372     10407      9237
    11373     13467     11811
    11374      8468      8308
    11375     22041     21321
    11376      4897      4870
    11377      7271      6731
    11378     20490     19376
    11379     10317      9916
    11380     18554     17841
    11381     20680     19180
    11382     16036     14963
    11383     17822     16072
    11384      9457      8731
    11385     11413     10726
    11386     15176     14488
    11387      3928      3505
    11388      3925      3784
    11389      9432      8985
    11391      2895      2721
    11392      5100      4456
    11393      9750      9539
    11394      2753      2228
    11396     23972     21356
    11397      6495      5666
    11398      4979      4436
    11399      7597      7030
    11400     22541     21377
    11402      4889      4782
    11403      2503      2385
    11404      2834      2097
    11405      1057       931
    11406      1039       929
    11407     10069      8187
    11408      4131      1001
    11409      3779      2876
    11410     23624     22620
    11411      1535      1456
    11412      1562      1441
    11413      1545      1478
    11414     19941     18363
    11415      2241      1649
    11416     23904     23308
    11417      9746      9526
    11418     15027     14025
    11419     11516     10267
    11420      7856      7233
    11421     11234     10730
    11422      2066      1386
    11423      1838      1761
    11424     22866     21656
    11425      5450      4793
    11426     21560     18673
    11427      7932      6813
    11428      9582      9474
    11429      3275      2684
    11430      8274      6453
    11432      7423      6887
    11434     23529     22199
    11435     21066     20597
    11436     13991     13528
    11437     12309     11671
    11438      8720      8142
    11439     10993     10473
    11440     25977     26219
    11441     12675     11977
    11442      4582      1708
    11443     23167     10898
    11444     17806     16910
    11445      3556      3140
    11446      5073      4712
    11447      4991      4693
    11448      2583      2568
    11449      2564      2485
    11450      4195      2189
    11451     29360     25557
    11452      3840      2869
    11453     10489      9863
    11454      3813      3156
    11455     11252     10580
    11456     17212     16296
    11457     22927     21289
    11458      7669      7893
    11459     12737     11874
    11460      1669      1420
    11461      8577      9006
    11462      2505      2287
